STR Number,Hotel Name,Address 1,City,State,URL,Hotel Name Found,Hotel Website URL,Hotel Phone Number,Avg Rating,# Total Reviews,Hotel Local Ranking,Rating - Location,Rating - Cleanliness,Rating - Service,Rating - Value,GreenLeaders GreenPartner,Traveler's Choice,Property Amenities,Room Features,Room Types,Hotel Class,Hotel Style,Location Rating 1,Location Rating 1 Text,Location Rating 1 Detail,Location Rating 2,Location Rating 2 Text,Location Rating 2 Detail,Location Rating 3,Location Rating 3 Text,Location Rating 3 Detail,# 5 Star Ratings,# 4 Star Ratings,# 3 Star Ratings,# 2 Star Ratings,# 1 Star Ratings,# QAs,# Room Types,Popular Mentions
38045,Hampton by Hilton Inn & Suites Denver-Cherry Creek,4150 E Kentucky Ave,Glendale,CO,https://www.tripadvisor.com/Hotel_Review-g33445-d83029-Reviews-Hampton_Inn_Suites_Denver_Cherry_Creek-Glendale_Colorado.html,Hampton Inn & Suites Denver-Cherry Creek,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=139924497&geo=83029&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDb0yFyV1jtxFyiEB9acb8UsLoZH9uLxvHnizj1aLugpWK&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=15368f6b0d34252c5bf75820f2f6d258f_UOh,18556050317,4.0,"1,014",#4 of 7 hotels in Glendale,4.5,4.4,4.4,4.1,FALSE,FALSE,"Indoor pool
Hot tub
Paid private parking on-site
Pets Allowed ( Dog / Pet Friendly )
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Conference facilities
Baggage storage
Pool / beach towels
Banquet room
Meeting rooms
24-hour front desk
Breakfast available
Convenience store
Express check-in / check-out
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Kids stay free
Children Activities (Kid / Family Friendly)
Laundry service
Free breakfast
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)","Telephone
Flatscreen TV
Cable / satellite TV
Microwave
Wake-up service / alarm clock
Coffee / tea maker
Wardrobe / closet
Room service
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms",3.0,"Family
Mid-range",65,Somewhat walkable,Grade: 65 out of 100,29,Restaurants,within 0.3 miles,3,Attractions,within 0.3 miles,501,266,145,64,38,4,96,"whole foods
convenient location
complimentary breakfast
front desk staff
great place to stay
clean rooms
bed was comfortable
fitness center
short drive
parking lot
denver
cherry
creek
downtown
refrigerator"
37686,Quality Inn & Suites Prestonsburg,85 Hal Rogers Dr,Prestonsburg,KY,https://www.tripadvisor.com/Hotel_Review-g39766-d1546312-Reviews-Quality_Inn_Suites-Prestonsburg_Kentucky.html,Quality Inn & Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235137362&geo=1546312&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb5CupKqb24QtOmeNVnsaHbt9QQ4kzPTyc8ltJwj9-eTS&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=13b25cfdf4de043c3529f217c1e4ac8bb_jex,18337550405,4.0,52,#2 of 5 hotels in Prestonsburg,4.0,4.1,4.1,4.1,FALSE,FALSE,"Pets Allowed ( Dog / Pet Friendly )
Complimentary tea
Concierge
Wifi
Parking
Self-serve laundry
Free parking
Vending machine
Highchairs available
Meeting rooms
24-hour front desk
Breakfast available
First aid kit
Express check-in / check-out
Fitness Center with Gym / Workout Room
Complimentary Instant Coffee
24-hour check-in
Kids stay free
Washing machine
Laundry service
Free breakfast
Clothes dryer
Free High Speed Internet (WiFi)","Desk
Telephone
Refrigerator
Walk-in shower
Interconnected rooms available
Cable / satellite TV
Microwave
Clothes rack
Wake-up service / alarm clock
Coffee / tea maker
Bath / shower
Kitchenette
Complimentary toiletries
Housekeeping
Iron
Hair dryer
Air conditioning","Suites
Non-smoking rooms
Smoking rooms available",2.0,,40,Car recommended,Grade: 40 out of 100,28,Restaurants,within 5 miles,19,Attractions,within 5 miles,21,21,3,3,4,2,8,"quiet location
housekeeping staff"
37851,Baymont Inn and Suites Ocean Springs,8011 Tucker Rd,Biloxi,MS,https://www.tripadvisor.com/Hotel_Review-g43929-d96070-Reviews-Baymont_by_Wyndham_Biloxi_Ocean_Springs-Ocean_Springs_Mississippi.html,Baymont by Wyndham Biloxi/Ocean Springs,,,2.5,187,#8 of 9 hotels in Ocean Springs,3.4,2.3,2.8,2.6,FALSE,FALSE,"Newspaper
Boating
Pets Allowed ( Dog / Pet Friendly )
Bowling offsite
Wifi
Parking
Self-serve laundry
Pool
Free parking
Vending machine
Golf course
Meeting rooms
Sun loungers / beach chairs
24-hour front desk
Breakfast available
Convenience store
Outdoor pool
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Microwave
Housekeeping
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms
Smoking rooms available",2.0,,37,Car recommended,Grade: 37 out of 100,10,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,27,20,29,25,86,4,29,"easy access
yogurt
partying
tile"
37856,Seven Feathers Hotel & Casino,146 Chief Miwaleta Ln,Canyonville,OR,https://www.tripadvisor.com/Hotel_Review-g51792-d274652-Reviews-Seven_Feathers_Casino_Resort-Canyonville_Oregon.html,Seven Feathers Casino Resort,,,4.5,"5,366",#1 of 3 hotels in Canyonville,4.6,4.6,4.6,4.4,FALSE,TRUE,"Indoor pool
Newspaper
Canoeing
Casino and Gambling
Hot tub
Fishing
Pets Allowed ( Dog / Pet Friendly )
Evening entertainment
Sauna
Concierge
Dry cleaning
Wifi
Heated pool
Pool
Hiking
Entertainment staff
ATM on site
Conference facilities
Baggage storage
Restaurant
Sun terrace
Free parking
Massage
Vending machine
Banquet room
Meeting rooms
24-hour front desk
Shuttle bus service
Salon
Convenience store
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Electric vehicle charging station
Children Activities (Kid / Family Friendly)
Game room
Gift shop
Laundry service
Spa
Bar / lounge
Free High Speed Internet (WiFi)
Shops","Flatscreen TV
Room service
Housekeeping
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms",3.0,Green,70,Somewhat walkable,Grade: 70 out of 100,11,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,"3,611","1,209",356,118,72,29,100,"non smoking area
cow creek restaurant
table games
seven feathers casino
rv park
players club
great place to stay
casino floor
spa
california
stix
tubs
pet
valet
freeway"
37559,La Quinta Inns & Suites Missoula,5059 N Reserve St,Missoula,MT,https://www.tripadvisor.com/Hotel_Review-g45277-d225435-Reviews-La_Quinta_Inn_by_Wyndham_Missoula-Missoula_Montana.html,La Quinta Inn by Wyndham Missoula,,,4.0,782,#10 of 42 hotels in Missoula,4.4,4.3,4.4,4.1,FALSE,FALSE,"Indoor pool
Hot tub
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Free parking
Vending machine
Meeting rooms
Bicycle rental
24-hour front desk
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Microwave
Housekeeping
Air conditioning
Fireplace","Suites
Family rooms
Non-smoking rooms",2.0,"Quiet
Family",53,Somewhat walkable,Grade: 53 out of 100,19,Restaurants,within 0.75 miles,3,Attractions,within 0.75 miles,361,227,110,52,32,3,72,"room was clean
gas station
pool and hot tub
parking lot
would stay here again
convenient location
pet
dog
freeway
motel
television
clerk"
37871,Motel 6 Charlotte Fort Mill,3541 Foothills Way,Fort Mill,SC,https://www.tripadvisor.com/Hotel_Review-g54234-d243987-Reviews-Motel_6_Fort_Mill_SC_Charlotte-Fort_Mill_South_Carolina.html,"Motel 6 Fort Mill, SC - Charlotte",,,3.0,102,#15 of 15 hotels in Fort Mill,4.1,3.5,3.3,3.6,FALSE,FALSE,"Free parking
Kids stay free
Vending machine
Children Activities (Kid / Family Friendly)
Parking
Pool
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Non-smoking hotel
Outdoor pool
Sun terrace","Desk
Flatscreen TV
Air conditioning
Telephone","Non-smoking rooms
Smoking rooms available",2.0,,49,Car recommended,Grade: 49 out of 100,17,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,24,20,17,14,28,1,22,
38065,Motel 6 Jackson Airport - Pearl,216 N Pearson Rd,Jackson,MS,https://www.tripadvisor.com/Hotel_Review-g43944-d242033-Reviews-Motel_6_Jackson_Airport_Pearl-Pearl_Mississippi.html,Motel 6 Jackson Airport- Pearl,,,3.0,30,#17 of 21 hotels in Pearl,4.1,3.5,3.4,3.7,FALSE,FALSE,"Free parking
Babysitting
Wifi
Children Activities (Kid / Family Friendly)
Laundry service
Bicycle rental
Pool
Pets Allowed ( Dog / Pet Friendly )
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Air conditioning
Kitchenette",Non-smoking rooms,2.0,,46,Car recommended,Grade: 46 out of 100,33,Restaurants,within 0.75 miles,3,Attractions,within 0.75 miles,4,6,13,4,3,0,5,"stay there again
sleep"
38136,Sleep Inn Woodbridge,14080 Shoppers Best Way,Woodbridge,VA,https://www.tripadvisor.com/Hotel_Review-g58329-d110389-Reviews-Sleep_Inn_Potomac_Mills-Woodbridge_Prince_William_County_Virginia.html,"Sleep Inn, Potomac Mills",https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235137692&geo=110389&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb5L5-_Vae15sorJK0SJcB91Ys31vxK4UEBk6wMVHkagx&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=16cc00169831a56b182fc0d737dba6687_j9T,18446120570,4.5,137,#8 of 16 hotels in Woodbridge,4.6,4.6,4.6,4.4,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Wifi
Parking
Meeting rooms
Free breakfast
Self-serve laundry
Breakfast available
Non-smoking hotel
Free High Speed Internet (WiFi)
Business Center with Internet Access","Flatscreen TV
Air conditioning
Housekeeping
Microwave","Family rooms
Non-smoking rooms",2.0,"Quiet
Modern",47,Car recommended,Grade: 47 out of 100,117,Restaurants,within 0.75 miles,7,Attractions,within 0.75 miles,82,31,12,6,6,0,35,"first floor
shopping and restaurants
free breakfast
front desk staff"
37530,Baymont Inn & Suites Eden,716 Linden Dr,Eden,NC,https://www.tripadvisor.com/Hotel_Review-g49100-d242441-Reviews-Baymont_by_Wyndham_Eden-Eden_North_Carolina.html,Baymont by Wyndham Eden,,,4.0,246,#2 of 4 hotels in Eden,4.3,4.1,4.2,4.0,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
24-hour check-in
Kids stay free
Vending machine
24-hour security
Parking
Free breakfast
Pool
24-hour front desk
Non-smoking hotel
Photo copier / fax In business center
Outdoor pool
Business Center with Internet Access","Desk
Telephone
Flatscreen TV
Refrigerator
Microwave
Wake-up service / alarm clock
Coffee / tea maker
Complimentary toiletries
Housekeeping
Iron
Air conditioning",Non-smoking rooms,2.0,,37,Car recommended,Grade: 37 out of 100,22,Restaurants,within 0.75 miles,0,Attractions,within 0.75 miles,94,72,48,21,11,2,17,"room was clean
great place to stay
coffee maker
nc
walmart
motel"
37529,Baymont Inn & Suites Dunn,901 Jackson Rd,Dunn,NC,https://www.tripadvisor.com/Hotel_Review-g49090-d236413-Reviews-Baymont_by_Wyndham_Dunn-Dunn_North_Carolina.html,Baymont by Wyndham Dunn,,,3.5,314,#5 of 7 hotels in Dunn,4.1,3.5,3.8,3.6,FALSE,FALSE,"Free parking
Babysitting
Wifi
Parking
Meeting rooms
Free breakfast
Pets Allowed ( Dog / Pet Friendly )
Non-smoking hotel
Free High Speed Internet (WiFi)
Business Center with Internet Access","Refrigerator
Flatscreen TV
Microwave
Room service
Air conditioning","Family rooms
Non-smoking rooms",2.0,,,,,,,,,,,60,102,74,43,35,0,21,"the staff was friendly and helpful
florida"
37858,Hampton by Hilton Inn Spartanburg-North I-85,121 Traveller Dr,Spartanburg,SC,https://www.tripadvisor.com/Hotel_Review-g54448-d103986-Reviews-Hampton_Inn_Spartanburg_North_I_85-Spartanburg_South_Carolina.html,Hampton Inn Spartanburg-North I-85,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=139926893&geo=103986&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDb5j5TGrHYlCLgPDeM0u667JEzx2XPZAHCfC5LDef6Bvw&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=15afc818aea531d27051e88bea2d18d43_Zc1,0018556050317,4.0,584,#2 of 35 hotels in Spartanburg,4.4,4.4,4.4,4.2,FALSE,FALSE,"Newspaper
Dry cleaning
Wifi
Parking
Self-serve laundry
Pool
Free parking
Vending machine
Meeting rooms
24-hour front desk
Breakfast available
Convenience store
Express check-in / check-out
Outdoor pool
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Microwave
Housekeeping
Air conditioning
Safe","Family rooms
Non-smoking rooms",3.0,"Family
Mid-range",,,,,,,,,,299,163,59,43,20,2,30,"room was clean
great room
check in was quick
breakfast area
would stay here again
staff was friendly
a great stay
off the highway
internet
tub"
37489,AmericInn & Suites Des Moines Airport,1920 Hackley Ave,Des Moines,IA,https://www.tripadvisor.com/Hotel_Review-g37835-d240143-Reviews-AmericInn_by_Wyndham_des_Moines_Airport-Des_Moines_Iowa.html,AmericInn by Wyndham des Moines Airport,,,4.0,316,#22 of 53 hotels in Des Moines,4.4,4.2,4.2,4.0,FALSE,FALSE,"Indoor pool
Airport transportation
Complimentary tea
Shallow end in pool
Free airport transportation
Wifi
Children's television networks
Heated pool
24-hour security
Parking
Self-serve laundry
Pool
Free parking
Vending machine
Pool / beach towels
Clothes dryer
Highchairs available
24-hour front desk
Breakfast available
First aid kit
Express check-in / check-out
Fitness Center with Gym / Workout Room
Breakfast buffet
Complimentary Instant Coffee
Kids stay free
24-hour check-in
Washing machine
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Walk-in shower
Clothes rack
Wake-up service / alarm clock
Coffee / tea maker
Wardrobe / closet
Housekeeping
Air conditioning
Seating area
Sofa bed
Refrigerator
Microwave
Bath / shower
Whirlpool bathtub
Iron
Telephone
Flatscreen TV
Cable / satellite TV
Complimentary toiletries
Hair dryer
Private bathrooms
Blackout curtains
Bottled water
Radio
Tile / marble floor","Suites
Family rooms
Non-smoking rooms",2.0,,36,Car recommended,Grade: 36 out of 100,22,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,128,94,30,25,39,9,29,"eggs and sausage
park and fly
close to the airport
next morning
an early flight
des moines airport
hotel staff
other hotels
nice breakfast
great place to stay
bed was comfortable
nice stay
shuttle
motel
iowa"
37734,Sleep Inn Summerville - Charleston,115 Holiday Dr,Summerville,SC,https://www.tripadvisor.com/Hotel_Review-g54456-d124232-Reviews-Sleep_Inn-Summerville_South_Carolina.html,Sleep Inn,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235133459&geo=124232&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb9evkGAhgKrykUvBRZPaap3HBP5XXapw1ypxVe8BZCmU&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=14a71e5f4ad96c12d3cd7c517eff1aade_C0C,18559433419,3.0,58,#15 of 16 hotels in Summerville,3.9,3.3,3.6,2.8,FALSE,FALSE,"Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Wifi
Parking
Pool
Baggage storage
Tennis court
Restaurant
Free parking
Massage
Horseback riding
Golf course
Bicycle rental
24-hour front desk
Breakfast available
Outdoor pool
Business Center with Internet Access
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Telephone
Extra long beds
Wake-up service / alarm clock
Coffee / tea maker
Iron
Hair dryer
Air conditioning
Safe
Fireplace","Family rooms
Non-smoking rooms
Smoking rooms available",2.0,,46,Car recommended,Grade: 46 out of 100,56,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,9,10,13,12,14,1,14,
37732,Comfort Inn & Suites Fort Jackson Maingate,7337 Garners Ferry Rd,Columbia,SC,https://www.tripadvisor.com/Hotel_Review-g54184-d103232-Reviews-Comfort_Inn_Ft_Jackson_Maingate-Columbia_South_Carolina.html,Comfort Inn Ft. Jackson Maingate,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235137900&geo=103232&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb5Te3TW2nlezMPf1R0OoIDd9QQ4kzPTyc8ltJwj9-eTS&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1d8fb577da879df5bd9ab9c9bc39072c1_Zti,18336815823,3.5,143,#50 of 105 hotels in Columbia,4.1,3.4,3.8,3.3,FALSE,FALSE,"Indoor pool
Free parking
Fitness Center with Gym / Workout Room
Wifi
Heated pool
Parking
Meeting rooms
Free breakfast
Bicycle rental
Pool
Pets Allowed ( Dog / Pet Friendly )
Hot tub
Self-serve laundry
Breakfast available
Non-smoking hotel
Free High Speed Internet (WiFi)
Dry cleaning","Refrigerator
Flatscreen TV
Microwave
Housekeeping
Air conditioning
Fireplace","Suites
Family rooms
Non-smoking rooms",3.0,,39,Car recommended,Grade: 39 out of 100,26,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,44,40,24,12,23,2,31,"fort jackson
main gate
comfortable bed"
37979,Hampton by Hilton Inn Orlando-Maingate South,44117 Highway 27,Davenport,FL,https://www.tripadvisor.com/Hotel_Review-g34169-d86861-Reviews-Hampton_Inn_Orlando_Maingate_South-Davenport_Florida.html,Hampton Inn Orlando-Maingate South,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=139923571&geo=86861&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDb3X38gwQGdIK4HLefcon5zx059JG8q-LwXJdTr-KVBSJ&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=1638f74ce85223e22c643746f38c54b87_P15,0018556050317,4.0,832,#1 of 17 hotels in Davenport,4.4,4.5,4.4,4.3,FALSE,FALSE,"Newspaper
Complimentary tea
Wifi
Parking
Self-serve laundry
Pool
Baggage storage
Snack bar
Free parking
Vending machine
Clothes dryer
Highchairs available
Meeting rooms
24-hour front desk
Breakfast available
First aid kit
Express check-in / check-out
Photo copier / fax In business center
Outdoor pool
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Washing machine
Kids stay free
Electric vehicle charging station
Kid-friendly buffet
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Flatscreen TV
Telephone
Refrigerator
Interconnected rooms available
Microwave
Clothes rack
Wake-up service / alarm clock
Coffee / tea maker
Complimentary toiletries
Allergy-free room
Housekeeping
Iron
Hair dryer
Air conditioning","Pool view
Non-smoking rooms",3.0,"Business
Green",51,Somewhat walkable,Grade: 51 out of 100,25,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,477,184,77,55,39,8,53,"clean hotel
complimentary breakfast
breakfast staff
orlando
miles"
37785,Hampton by Hilton Inn & Suites Atlanta-Downtown,161 Ted Turner Dr NW,Atlanta,GA,https://www.tripadvisor.com/Hotel_Review-g60898-d89508-Reviews-Hampton_Inn_Suites_Atlanta_Downtown-Atlanta_Georgia.html,Hampton Inn & Suites Atlanta-Downtown,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=139926360&geo=89508&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380513&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDb95_f-ybqKu8vpWLHpcPksXE0dNvmCCrG39KUKBP7FOF&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=1e9e93f2cf6a54d86459d51c248b47780_cM8,0018556050317,4.0,"1,529",#60 of 198 hotels in Atlanta,4.6,4.3,4.2,3.9,FALSE,FALSE,"Newspaper
Paid private parking on-site
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Wifi
Parking
Self-serve laundry
Conference facilities
Snack bar
Vending machine
Meeting rooms
24-hour front desk
Breakfast available
Convenience store
Express check-in / check-out
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Children Activities (Kid / Family Friendly)
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Flatscreen TV
Microwave
Iron
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms",3.0,"Family
Mid-range",97,Great for walkers,Grade: 97 out of 100,156,Restaurants,within 0.3 miles,27,Attractions,within 0.3 miles,676,443,182,107,121,33,100,"great location
front desk
centennial park
walking distance
georgia aquarium
world of coca cola
breakfast staff
king suite
the breakfast area
would definitely stay here again
cnn
concert
marta
arena
clerk
convention
refrigerator
atl"
37506,Baymont Inn & Suites Duncan Spartanburg,1546 E Main St,Duncan,SC,https://www.tripadvisor.com/Hotel_Review-g54209-d242463-Reviews-Baymont_by_Wyndham_Duncan_Spartanburg-Duncan_South_Carolina.html,Baymont by Wyndham Duncan/Spartanburg,,,3.5,208,#6 of 10 hotels in Duncan,3.9,3.6,3.8,3.7,FALSE,FALSE,"Outdoor furniture
Free parking
Fitness Center with Gym / Workout Room
Babysitting
Picnic area
Wifi
Parking
Free breakfast
Pool
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
BBQ facilities
Business Center with Internet Access","Refrigerator
Flatscreen TV
Microwave
Room service
Air conditioning","Family rooms
Non-smoking rooms",2.0,Budget,39,Car recommended,Grade: 39 out of 100,25,Restaurants,within 0.75 miles,0,Attractions,within 0.75 miles,65,51,42,30,20,1,14,"staying at this hotel
beds were comfortable
tub
greenville
renovation"
