Product,Price,Name,Rating,Age,Gender,SkinConcerns,SkinType,Quality,Effectiveness,Tile,Review,# Helpfull,# Unhelpfull,Date
Rescue Elixir,285,Jennifer,1,45-54,Female,,Combination,1,1, opposite of smooth , I bought the anti aging rescue elixir and after 3 nights of use I suddenly noticed a rash. clustered like little stubbles. It felt like I had tiny sand in my face .. its day 10 now and I still have the rash . I returned the product after a few tries at Neiman Marcus I got the run around. Very disappointing overall and will not recommend this product ,0,1,5/10/2018
Sensitif Renewal Cream,215,Janelle D.,5,65+,Female,"Radiance, Fine Lines & Wrinkles, Hydration",Dry,5,5, This is my favorite moisturizer , This is my favorite moisturizer to wear under foundation. Spreads easily and is silky smooth. ,1,0,2/21/2020
Sensitif Renewal Cream,215,Suzanne C.,5,45-54,Female,"Hydration, Firming & Volume Loss, Fine Lines & Wrinkles","Combination, Dry",5,5, Can't live without , Best moisturizer on the market and I have tried all of the top lines. Lightweight and great for hot summers but rich enough for harsh winters. Still botox free because of this line of skincare! Thank you Revive! ,1,0,2/21/2020
Fermitif Neck Renewal Cream,165,Julie D.,5,45-54,Female,"Firming & Volume Loss, Hydration, Radiance, Fine Lines & Wrinkles",Combination,5,5, Love it! , Love it! ,0,0,9/12/2020
Foaming Cleanser,75,Elizabeth M.,5,35-44,Female,"Blemish Control, Radiance, Hydration",Normal,5,5, Best wash ever , This is hands down the best face wash I’ve ever used. The scent smells wonderful. The face wash is creamy and hydrates my skin very well. I definitely recommend buying this for yourself! ,2,0,3/29/2021
Foaming Cleanser,75,Aleeza S.,3,25-34,Female,"Radiance, Blemish Control, Hydration",Normal,3,3, See below , See below ,0,2,3/29/2021
Foaming Cleanser,75,Sandie M.,5,65+,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Dry,5,5, Non Drying , This will not dry your skin out! Other cleansers I have tried sent me rushing for the moisturizer! Best on the market ,2,0,12/14/2020
Intensité Volumizing Serum Ultime,600,Beth,5,,,,,,, Great product , I first used this product in 2010 and I thought the product reduced lines associated with aging. I am excited to use this wonderful serum again! ,0,0,10/23/2012
Balancing Toner,65,Suzanne C.,5,45-54,Female,"Dark Circles and Puffiness, Uneven Skin Tone, Hydration, Radiance",Combination,5,5, Basic necessity , This is a staple in my routine. Tried other brands to save money but this toner is simply the best. Soothes and balances my skin. Can't do without. ,0,0,6/13/2019
Balancing Toner,65,Jan C.,5,65+,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Normal,5,4, Good Toner , Have used over the years and love the smaller size for travel ,0,0,6/13/2019
Intensité Crème Lustre Day,385,Aged T.,5,,,,,,, Revive Intensite Creme Lustre Day , I've been using this product for years and I was especially happy when they added the SPF factor of 30. I recently tried a new product developed by plastic surgeons and I have already returned to my Revive products. I use the Intensite Cream lustre Night and the volumizing serum. All three are fabulous products! ,1,0,4/19/2018
Intensité Crème Lustre Day,385,Ellejay8,5,,,,,,, This product protects and illuminates ," My skin (normal to dry) absorbs this cream every morning and never greasy, but imparts a healthy glow. Also, big plus, tinted moisturizer or foundation glides over easily, never caking. My skin is soft and SPF protected all day. ",0,0,4/19/2018
Intensité Crème Lustre Day,385,Webbie73,5,,,,,,, I use this product daily and do not have to apply sunscreen ," Intensite Creme Lustre SPF 30 is the final touch to my daily routine and it gives me a youthful, radiant glow. It seems to turn back the hands of time. I aways catch people looking at my skin and commenting on how beautiful it looks. Thanks, Revive. ",0,0,4/19/2018
Moisturizing Renewal Cream,195,Catherine D.,3,55-64,Female,Fine Lines & Wrinkles,Combination,3,, makes me itch , After a week of use face became very itchy.....pushed through and itching stopped after a few days. Now just burns for a few minutes after I put it on. Been using about 2.5 week. Got the sample size. Probably wont continue.  ,1,1,5/30/2021
Moisturizing Renewal Eye Cream,150,Carmen S.,5,35-44,Female,"Hydration, Fine Lines & Wrinkles, Blemish Control, Radiance, Firming & Volume Loss",Combination,5,5, Best Ever , This is the best eye cream. Literally you can see the results of fine lines fading. I won't use anything else. ,1,0,12/15/2018
Moisturizing Renewal Eye Cream,150,Xinyi G.,5,18-24,Female,Hydration,Dry,5,4, Great for spring and summer! , It's perfect for spring time because it's moisturizing and easy to be absorbed. It's also good for summer time if you have dry skin. ,0,0,5/10/2018
Sensitif Renewal Cream,215,Norie K.,5,45-54,Female,"Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Dry,5,5, I like texture and smells. , I like texture and smells. ,1,1,2/21/2020
Fermitif Neck Renewal Cream,165,Joan D.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Radiance, Uneven Skin Tone, Hydration",Dry,5,5, Keeps neck skin youthful , This product is amazing. I have used it for decades and my neck skin continues to stay smooth and youthful. ,0,0,5/30/2020
Foaming Cleanser,75,Melanie S.,5,45-54,Female,"Uneven Skin Tone, Firming & Volume Loss, Hydration",Combination,5,4, Favorite all time cleanser ," I love this cleanser. It smells fantastic, rinses easily and leaves my skin feeling hydrated. ",2,0,12/14/2020
Foaming Cleanser,75,Jennifer Y.,5,45-54,Female,Fine Lines & Wrinkles,Combination,5,5, I love the cleanser I , I love the cleanser I bought! I like how my skin looks after and it’s a great start prior to make up ,2,0,12/14/2020
Foaming Cleanser,75,Becky T.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Radiance",Normal,5,5, I love the scent and , I love the scent and the rich foaming action. My skin feels fresh and clean!!! ,1,0,12/14/2020
Foaming Cleanser,75,Zellinett V.,5,45-54,Female,"Fine Lines & Wrinkles, Radiance, Dark Circles and Puffiness, Hydration, Firming & Volume Loss",Combination,5,5, Best of its kind! ," I have been using ReVive for years! I used the gel cleanser before which is also great but, this cleanser is amazing on my skin. I have very sensitive skin and it cleans, moisturizes, and exfoliate beautifully. The scent is very nice and subtle. ",2,0,12/14/2020
Intensité Volumizing Serum Ultime,600,Micky,5,,,,,,, Great food for my skin. ," I have noticed my skin looking dull and lifeless. Upon discovering this wonderful product, my skin has changed into a youthful, nourished and healthy look. I have spent a fortune in recent years trying to find a product that would do what this serum has accomplished. No more wasted money. I have found my fountain of youth! ",0,0,10/23/2012
Intensité Volumizing Serum Ultime,600,Beautyandthesnob,5,,,,,,, Anti-Aging HERO Product! ," I have found this to be one of the best serums to use, as you see an instant effect on the skin, and an immediate lift. I would recommend it to anyone at any age who is looking for firming, lifitng, and long-term benefits! Worth the investment! ",1,0,10/23/2012
Intensité Volumizing Serum Ultime,600,Tricia1,5,,,,,,, Great Product ," I have been using Intensite Volumizing Serum for 3 years. I am 58 years old and had lost volume in my face, making me look old and tired. I promise this product works, my face is fuller, firmer and fantastic. Be patient when you first start using it, it takes a little time, but so worth it!! ",1,0,10/23/2012
Balancing Toner,65,Caroline A.,5,45-54,Female,"Hydration, Firming & Volume Loss, Radiance",Oily,5,5, Great toner rebalance skin instantly , Tones without drying ,0,0,6/13/2019
Moisturizing Renewal Cream,195,John R.,5,55-64,Male,"Hydration, Blemish Control, Fine Lines & Wrinkles",Normal,5,5, High quality , High quality ,0,0,3/23/2021
Moisturizing Renewal Eye Cream,150,Rong C.,5,25-34,Female,"Radiance, Blemish Control, Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Combination,5,5, awesome , it eliminates the dryness underneath the eyes very fast. ,1,0,5/10/2018
Moisturizing Renewal Eye Cream,150,Yanyi C.,5,18-24,Female,"Dark Circles and Puffiness, Hydration, Fine Lines & Wrinkles",Combination,5,5, Hydrating , I'm not a big fan of some anti-aging eye cream. Because most popular brand always put too much oil in it. This eye cream is very easy to use day and night. ,0,0,5/10/2018
Sensitif Renewal Cream,215,Susan C.,5,55-64,Female,"Hydration, Dark Circles and Puffiness, Blemish Control",Combination,5,5, Great product and great service. , Great product and great service. ,0,1,4/9/2019
Fermitif Neck Renewal Cream,165,Kay M.,5,65+,Female,"Firming & Volume Loss, Radiance, Hydration",Dry,5,5, Neck Renewal cream , I have used this product for years! I believe it does the job! I’m 71 years old and have used RéVive products for 25 years. I am very pleased with how my face and neck look without any surgeries! Thank you for your amazing products! ,1,0,5/30/2020
Fermitif Neck Renewal Cream,165,Jan C.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Exceptional , I have been using this cream for at least 2 decades and wouldn't use anything else. ,0,0,5/30/2020
Foaming Cleanser,75,Kristin P.,5,35-44,Female,"Firming & Volume Loss, Blemish Control, Fine Lines & Wrinkles",Combination,5,5," Love, love, love this product. ", Smells amazing and leaves my skins feeling so clean and fresh without drying it out. Gentle exfoliating and nourishing to my skin. Love this product! Delivered quickly! ,2,0,7/17/2020
Balancing Toner,65,Nikko R.,5,18-24,Male,"Radiance, Hydration",Normal,5,5, Great Toner ," I thought toner was a skincare scam until I found this one! Calms redness, minimizes the appearance of my pores, and is just refreshing! I do wish the price point was a bit lower, considering there are many toners on the market. ",2,0,12/16/2018
Moisturizing Renewal Cream,195,Lana,5,25-34,Female,"Hydration, Uneven Skin Tone, Radiance",Dry,5,5, Love this cream for my sensitive skin , My sensitive skin loves this cream! I use it with the sensitif daily moisturizer and I always get so many compliments. My mom can even tell a difference on zoom! So happy I found this product! RéVive products have definitely spoiled me. ,2,0,3/23/2021
Moisturizing Renewal Eye Cream,150,Vivian Y.,5,25-34,Female,"Uneven Skin Tone, Fine Lines & Wrinkles, Firming & Volume Loss",Oily,5,5, Effective and lightweight , Super effective in preventing the first sign of lines. Yet super lightweight and no burden on the skin at all. Will keep re-purchasing!!! ,0,0,5/10/2018
Moisturizing Renewal Eye Cream,150,Behnaz K.,5,45-54,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss, Dark Circles and Puffiness",Dry,5,5, awesome eye cream , Extreme moisturizing for my dry eye area. I'm loving it. ,0,0,5/10/2018
Moisturizing Renewal Eye Cream,150,Lhysarah L.,4,35-44,,,,4,4, good moisturizing eye cream ," good moisturizing product, easy to absorb. As to renewal part, need to wait for more time for effect. ",0,0,4/19/2018
Sensitif Renewal Cream,215,Revive C.,5,45-54,Female,"Fine Lines & Wrinkles, Hydration, Dark Circles and Puffiness, Blemish Control",Normal,5,5, Revive Day cream ," This is one of the best day creams I've ever used. It has spf15 and does not make my face breakout. Other creams with spf has made my face breakout. It is light, yet very moisturizing. A great product. Well done. Please don't change the formula. It works!!! ",1,0,4/9/2019
Sensitif Renewal Cream,215,Emily V.,5,,,,,,, Fantastic product , Great product line ,1,1,4/9/2019
Sensitif Renewal Cream,215,Diana P.,5,,,,,,, Used this for years. Still , Used this for years. Still think it’s great! ,0,0,4/9/2019
Sensitif Renewal Cream,215,Cindy D.,5,45-54,Female,"Uneven Skin Tone, Hydration",Combination,5,5, SENSITIF RENEWAL CREAM - , I love this cream. I have been using for years and it really makes a difference with my skin. ,0,0,4/9/2019
Fermitif Neck Renewal Cream,165,Cindy S.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Dry,5,5, I have been using Fermitif ," I have been using Fermitif for many years and am loyal to the results. Creamy, moisturizing, and has reduced the signs of aging throughout my neck and décolleté area. Thank you Dr. Brown!! ",0,0,5/30/2020
Foaming Cleanser,75,Erin B.,5,18-24,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Hydration, Uneven Skin Tone",Combination,5,5, This product is amazing! My , This product is amazing! My skin has never felt cleaner and I’ve noticed a tremendous difference! ,2,0,7/17/2020
Foaming Cleanser,75,Peter N.,5,35-44,Male,Fine Lines & Wrinkles,Dry,5,5, Made me a believer , I received a promotional offer from AMEX to try ReVive for free. The face wash arrived within a week of the order. I have never been one to spend a lot skincare and admittedly I’m a bit skeptical on paying more for brand name products. The face wash has made me a believer - I am amazed at how well it works. Just a tiny bead is enough to lather your whole face. My face has never felt cleaner. I let my wife try it and she agrees. ,2,0,7/17/2020
